fly_id	species	strain	sex	tastant_comparison	food_choice	NumberOfSips/1hour
fly_2569	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	659
fly_2570	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	173
fly_2570	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1288
fly_2571	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	322
fly_2571	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	724
fly_2572	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	383
fly_2572	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	325
fly_2573	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	272
fly_2573	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	376
fly_2574	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	193
fly_2574	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	76
fly_2575	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	46
fly_2575	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	494
fly_2576	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	11
fly_2576	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	493
fly_2577	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	88
fly_2577	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	836
fly_2578	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	101
fly_2578	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	119
fly_2579	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	119
fly_2579	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	108
fly_2580	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	121
fly_2580	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	156
fly_2581	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	58
fly_2581	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	71
fly_2582	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	104
fly_2582	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	113
fly_2583	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	91
fly_2583	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	89
fly_2584	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	77
fly_2584	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	81
fly_2585	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	74
fly_2585	D. melanogaster MPAR	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	65
fly_2586	D. melanogaster MPAR	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	77
fly_2586	D. melanogaster MPAR	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	734
fly_2587	D. melanogaster MPAR	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	3152
fly_2587	D. melanogaster MPAR	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	887
fly_2588	D. melanogaster MPAR	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	12
fly_2588	D. melanogaster MPAR	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	196
fly_2589	D. melanogaster MPAR	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	24
fly_2589	D. melanogaster MPAR	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	303
fly_2590	D. melanogaster MPAR	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	219
fly_2590	D. melanogaster MPAR	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	662
fly_2591	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	803
fly_2591	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	268
fly_2592	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	232
fly_2592	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	133
fly_2593	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	29
fly_2593	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	42
fly_2594	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	332
fly_2594	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	71
fly_2595	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	248
fly_2595	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	22
fly_2596	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	906
fly_2596	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	219
fly_2597	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1745
fly_2597	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	205
fly_2598	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	129
fly_2598	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	46
fly_2599	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	238
fly_2599	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	98
fly_2600	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	2139
fly_2600	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	665
fly_2601	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	580
fly_2601	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	122
fly_2602	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	2785
fly_2602	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	620
fly_2603	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	452
fly_2603	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	39
fly_2604	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	475
fly_2604	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	21
fly_2605	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	644
fly_2605	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	261
fly_2606	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	381
fly_2606	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	56
fly_2607	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	514
fly_2607	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	124
fly_2608	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	789
fly_2608	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	401
fly_2609	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	705
fly_2609	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	293
fly_2610	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	192
fly_2610	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	52
fly_2611	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	20
fly_2611	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	55
fly_2612	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	19
fly_2612	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	26
fly_2613	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	218
fly_2613	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	58
fly_2614	D. simulans MPAR	04	female	noni juice vs grape juice	noni_juice	121
fly_2614	D. simulans MPAR	04	female	noni juice vs grape juice	grape_juice	377
fly_2615	D. simulans MPAR	04	female	noni juice vs grape juice	noni_juice	79
fly_2615	D. simulans MPAR	04	female	noni juice vs grape juice	grape_juice	205
fly_2616	D. simulans MPAR	04	female	noni juice vs grape juice	noni_juice	103
fly_2616	D. simulans MPAR	04	female	noni juice vs grape juice	grape_juice	26
fly_2617	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	36
fly_2617	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	63
fly_2618	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	88
fly_2618	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	58
fly_2619	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	58
fly_2619	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	44
fly_2620	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	67
fly_2620	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	172
fly_2621	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	290
fly_2621	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	84
fly_2622	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	50
fly_2622	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	135
fly_2623	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	40
fly_2623	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	15
fly_2624	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	40
fly_2624	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	35
fly_2625	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	54
fly_2625	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	279
fly_2626	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	60
fly_2626	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	29
fly_2627	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	10
fly_2627	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	13
fly_2628	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	84
fly_2628	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	152
fly_2629	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	48
fly_2629	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	27
fly_2630	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	10
fly_2630	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	11
fly_2631	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	267
fly_2631	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	428
fly_2632	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	241
fly_2632	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	166
fly_2633	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	122
fly_2633	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	400
fly_2634	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	81
fly_2634	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	202
fly_2635	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	183
fly_2635	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	164
fly_2636	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	561
fly_2636	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	403
fly_2637	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	135
fly_2637	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	14
fly_2638	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	95
fly_2638	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	95
fly_2639	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	25
fly_2639	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	30
fly_2640	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	18
fly_2640	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	608
fly_2641	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	394
fly_2641	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	44
fly_2642	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	48
fly_2642	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	253
fly_2643	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	46
fly_2643	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	551
fly_2644	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	75
fly_2644	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	596
fly_2645	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	133
fly_2645	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	635
fly_2646	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	92
fly_2646	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	93
fly_2647	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	566
fly_2647	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	348
fly_2648	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	35
fly_2648	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	16
fly_2649	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	19
fly_2649	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	19
fly_2650	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	39
fly_2650	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	27
fly_2651	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	72
fly_2651	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	85
fly_2652	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	30
fly_2652	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	39
fly_2653	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	44
fly_2653	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	61
fly_2654	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	58
fly_2654	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	52
fly_2655	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	21
fly_2655	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	26
fly_2656	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	21
fly_2656	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	18
fly_2657	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	26
fly_2657	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	14
fly_2658	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	33
fly_2658	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	36
fly_2659	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	28
fly_2659	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	31
fly_2660	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	66
fly_2660	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	33
fly_2661	D. simulans MPAR	04	female	noni juice vs grape juice	noni_juice	25
fly_2661	D. simulans MPAR	04	female	noni juice vs grape juice	grape_juice	112
fly_2662	D. simulans MPAR	04	female	noni juice vs grape juice	noni_juice	40
fly_2662	D. simulans MPAR	04	female	noni juice vs grape juice	grape_juice	33
fly_2663	D. simulans MPAR	04	female	noni juice vs grape juice	noni_juice	313
fly_2663	D. simulans MPAR	04	female	noni juice vs grape juice	grape_juice	125
fly_2664	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	57
fly_2664	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	40
fly_2665	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	670
fly_2665	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	38
fly_2666	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	558
fly_2666	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	29
fly_2667	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	830
fly_2667	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	13
fly_2668	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	281
fly_2668	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	153
fly_2669	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	732
fly_2669	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	11
fly_2670	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	32
fly_2670	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	20
fly_2675	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	24
fly_2675	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	17
fly_2676	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	23
fly_2676	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	36
fly_2677	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	160
fly_2677	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	27
fly_2678	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	27
fly_2678	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	34
fly_2679	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	21
fly_2679	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	43
fly_2680	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	43
fly_2680	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	316
fly_2681	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	10
fly_2681	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	120
fly_2682	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	35
fly_2682	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	57
fly_2683	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	32
fly_2683	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	52
fly_2684	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	16
fly_2684	D. melanogaster MPAR	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	393
fly_2688	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	562
fly_2688	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	56
fly_2689	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	280
fly_2689	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	99
fly_2690	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	326
fly_2690	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	65
fly_2691	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	264
fly_2691	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	311
fly_2692	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	981
fly_2692	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	127
fly_2693	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	900
fly_2693	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	90
fly_2694	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	273
fly_2694	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	106
fly_2695	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	397
fly_2695	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	67
fly_2696	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	739
fly_2696	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	149
fly_2697	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	261
fly_2697	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	270
fly_2698	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	637
fly_2698	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	55
fly_2699	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	568
fly_2699	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	39
fly_2700	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	595
fly_2700	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	50
fly_2701	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	616
fly_2701	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	5
fly_2702	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	482
fly_2702	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	435
fly_2703	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	519
fly_2703	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	21
fly_2704	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	360
fly_2704	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	75
fly_2705	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	162
fly_2705	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	77
fly_2706	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	40
fly_2706	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	140
fly_2707	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	112
fly_2707	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	34
fly_2708	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	95
fly_2708	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	18
fly_2709	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	567
fly_2709	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	90
fly_2710	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	137
fly_2710	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	23
fly_2711	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	276
fly_2711	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	2
fly_2712	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	230
fly_2712	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	20
fly_2713	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	242
fly_2713	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	54
fly_2714	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	252
fly_2714	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	258
fly_2715	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	137
fly_2715	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	40
fly_2716	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	313
fly_2716	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	grape_juice	29
fly_2717	D. sechellia	w*>Kir2.1	female	noni juice vs grape juice	noni_juice	317
