date	fly_id	species	strain	sex	tastant_comparison	food_choice	NumberOfSips/1hour
2025-05-20	fly_2368	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	332
2025-05-20	fly_2368	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	87
2025-05-20	fly_2369	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	307
2025-05-20	fly_2369	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	4
2025-05-20	fly_2370	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	397
2025-05-20	fly_2370	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	31
2025-05-20	fly_2371	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	803
2025-05-20	fly_2371	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	28
2025-05-20	fly_2372	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	170
2025-05-20	fly_2372	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	80
2025-05-20	fly_2373	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	32
2025-05-20	fly_2373	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	67
2025-05-20	fly_2374	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	128
2025-05-20	fly_2374	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	224
2025-05-20	fly_2375	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	129
2025-05-20	fly_2375	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	405
2025-05-20	fly_2376	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	382
2025-05-20	fly_2376	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	293
2025-05-22	fly_2377	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	174
2025-05-22	fly_2377	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	78
2025-05-22	fly_2378	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	63
2025-05-22	fly_2378	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	181
2025-05-22	fly_2379	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	noni_juice	97
2025-05-22	fly_2379	D. melanogaster	w*;poxN70/CyO	female	noni juice vs grape juice	grape_juice	293
2025-05-23	fly_2380	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	55
2025-05-23	fly_2380	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	128
2025-05-23	fly_2381	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	19
2025-05-23	fly_2381	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	32
2025-05-23	fly_2382	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	155
2025-05-23	fly_2382	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	130
2025-05-23	fly_2383	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	54
2025-05-23	fly_2383	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	32
2025-05-23	fly_2384	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	46
2025-05-23	fly_2384	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	21
2025-05-23	fly_2385	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	noni_juice	84
2025-05-23	fly_2385	D. melanogaster MPAR	w*;poxN70/poxN70-23	female	noni juice vs grape juice	grape_juice	430
2025-05-23	fly_2386	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	28
2025-05-23	fly_2386	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	19
2025-05-23	fly_2387	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	6
2025-05-23	fly_2387	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1
2025-05-23	fly_2388	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	60
2025-05-23	fly_2388	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	21
2025-05-23	fly_2389	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1
2025-05-23	fly_2389	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	11
2025-05-23	fly_2390	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	316
2025-05-23	fly_2390	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	13
2025-05-23	fly_2391	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	304
2025-05-23	fly_2391	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	5
2025-05-23	fly_2392	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	247
2025-05-23	fly_2392	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	35
2025-05-23	fly_2393	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	328
2025-05-23	fly_2393	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	18
2025-05-23	fly_2394	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	325
2025-05-23	fly_2394	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	19
2025-05-23	fly_2395	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	3
2025-05-23	fly_2395	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	1
2025-05-23	fly_2396	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	227
2025-05-23	fly_2396	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	1416
2025-05-23	fly_2397	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	15
2025-05-23	fly_2397	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	4
2025-05-23	fly_2398	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	9
2025-05-23	fly_2398	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	26
2025-05-23	fly_2399	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	noni_juice	189
2025-05-23	fly_2399	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	grape_juice	29
2025-05-23	fly_2400	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	noni_juice	114
2025-05-23	fly_2400	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	grape_juice	95
2025-05-23	fly_2401	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	noni_juice	51
2025-05-23	fly_2401	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	grape_juice	151
2025-05-23	fly_2402	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	noni_juice	62
2025-05-23	fly_2402	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	grape_juice	87
2025-05-23	fly_2403	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	noni_juice	63
2025-05-23	fly_2403	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	grape_juice	92
2025-05-23	fly_2404	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	noni_juice	37
2025-05-23	fly_2404	D. melanogaster MPAR	Canton-S	female	noni juice vs grape juice	grape_juice	272
2025-05-24	fly_2405	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	15
2025-05-24	fly_2405	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	70
2025-05-24	fly_2406	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	66
2025-05-24	fly_2406	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	181
2025-05-24	fly_2407	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	121
2025-05-24	fly_2407	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	230
2025-05-24	fly_2408	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	416
2025-05-24	fly_2408	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	87
2025-05-24	fly_2409	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	426
2025-05-24	fly_2409	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	22
2025-05-24	fly_2410	D. sechellia MPAR	07	female	noni juice vs grape juice	noni_juice	17
2025-05-24	fly_2410	D. sechellia MPAR	07	female	noni juice vs grape juice	grape_juice	289
2025-05-24	fly_2411	D. simulans MPAR	04	female	noni juice vs grape juice	noni_juice	403
2025-05-24	fly_2411	D. simulans MPAR	04	female	noni juice vs grape juice	grape_juice	738
2025-05-24	fly_2412	D. simulans MPAR	04	female	noni juice vs grape juice	noni_juice	216
2025-05-24	fly_2412	D. simulans MPAR	04	female	noni juice vs grape juice	grape_juice	25
2025-05-24	fly_2413	D. simulans MPAR	04	female	noni juice vs grape juice	noni_juice	223
2025-05-24	fly_2413	D. simulans MPAR	04	female	noni juice vs grape juice	grape_juice	880
2025-05-24	fly_2414	D. simulans MPAR	04	female	noni juice vs grape juice	noni_juice	236
2025-05-24	fly_2414	D. simulans MPAR	04	female	noni juice vs grape juice	grape_juice	356
2025-05-24	fly_2415	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1813
2025-05-24	fly_2415	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	347
2025-05-24	fly_2416	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	22
2025-05-24	fly_2416	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	103
2025-05-24	fly_2417	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1079
2025-05-24	fly_2417	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	208
2025-05-24	fly_2418	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1461
2025-05-24	fly_2418	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1589
2025-05-24	fly_2419	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	754
2025-05-24	fly_2419	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	11
2025-05-24	fly_2420	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	615
2025-05-24	fly_2420	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	189
2025-05-24	fly_2421	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	210
2025-05-24	fly_2421	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	84
2025-05-24	fly_2422	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1487
2025-05-24	fly_2422	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	166
2025-05-24	fly_2423	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	245
2025-05-24	fly_2423	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	32
2025-05-24	fly_2424	D. melanogaster	w*;poxN70-23/CyO	female	noni juice vs grape juice	noni_juice	101
2025-05-24	fly_2424	D. melanogaster	w*;poxN70-23/CyO	female	noni juice vs grape juice	grape_juice	370
2025-05-24	fly_2425	D. melanogaster	w*;poxN70-23/CyO	female	noni juice vs grape juice	noni_juice	95
2025-05-24	fly_2425	D. melanogaster	w*;poxN70-23/CyO	female	noni juice vs grape juice	grape_juice	221
2025-05-25	fly_2426	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	119
2025-05-25	fly_2426	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	132
2025-05-25	fly_2427	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	418
2025-05-25	fly_2427	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	2
2025-05-25	fly_2428	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	525
2025-05-25	fly_2428	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1
2025-05-25	fly_2429	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	408
2025-05-25	fly_2429	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	112
2025-05-25	fly_2430	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	14
2025-05-25	fly_2430	D. sechellia	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	118
2025-05-25	fly_2431	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	18
2025-05-25	fly_2431	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	19
2025-05-25	fly_2432	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	671
2025-05-25	fly_2432	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	5
2025-05-25	fly_2433	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	453
2025-05-25	fly_2433	D. sechellia	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	10
2025-05-25	fly_2434	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	574
2025-05-25	fly_2434	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	28
2025-05-25	fly_2435	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1406
2025-05-25	fly_2435	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	334
2025-05-25	fly_2436	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	428
2025-05-25	fly_2436	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	50
2025-05-25	fly_2437	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	26
2025-05-25	fly_2437	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	653
2025-05-25	fly_2438	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	659
2025-05-25	fly_2438	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	10
2025-05-25	fly_2439	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	10
2025-05-25	fly_2439	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	361
2025-05-25	fly_2440	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	543
2025-05-25	fly_2440	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	228
2025-05-25	fly_2441	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	398
2025-05-25	fly_2441	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	10
2025-05-26	fly_2442	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1172
2025-05-26	fly_2442	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	109
2025-05-26	fly_2443	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	80
2025-05-26	fly_2443	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	45
2025-05-26	fly_2444	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	63
2025-05-26	fly_2444	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	517
2025-05-26	fly_2445	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	186
2025-05-26	fly_2445	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	42
2025-05-26	fly_2446	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	119
2025-05-26	fly_2446	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	20
2025-05-26	fly_2447	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	573
2025-05-26	fly_2447	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	127
2025-05-26	fly_2448	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	705
2025-05-26	fly_2448	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	23
2025-05-26	fly_2449	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	446
2025-05-26	fly_2449	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	38
2025-05-26	fly_2450	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	265
2025-05-26	fly_2450	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	28
2025-05-26	fly_2451	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	380
2025-05-26	fly_2451	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	98
2025-05-26	fly_2452	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	755
2025-05-26	fly_2452	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	269
2025-05-26	fly_2453	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	224
2025-05-26	fly_2453	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	47
2025-05-26	fly_2454	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	222
2025-05-26	fly_2454	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	22
2025-05-26	fly_2455	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	24
2025-05-26	fly_2455	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	16
2025-05-26	fly_2456	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	344
2025-05-26	fly_2456	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	60
2025-05-26	fly_2457	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1193
2025-05-26	fly_2457	D. melanogaster	Gr64f,Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	73
2025-05-26	fly_2458	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	413
2025-05-26	fly_2458	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	1236
2025-05-26	fly_2459	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	899
2025-05-26	fly_2459	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	474
2025-05-26	fly_2460	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	1050
2025-05-26	fly_2460	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	696
2025-05-26	fly_2461	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	507
2025-05-26	fly_2461	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	525
2025-05-26	fly_2462	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	1083
2025-05-26	fly_2462	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	824
2025-05-26	fly_2463	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	1099
2025-05-26	fly_2463	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	1109
2025-05-26	fly_2464	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	666
2025-05-26	fly_2464	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	1468
2025-05-26	fly_2465	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	1669
2025-05-26	fly_2465	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	312
2025-05-26	fly_2466	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	1411
2025-05-26	fly_2466	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	917
2025-05-26	fly_2467	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	1896
2025-05-26	fly_2467	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	926
2025-05-26	fly_2468	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	81
2025-05-26	fly_2468	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	992
2025-05-26	fly_2469	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	1973
2025-05-26	fly_2469	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	1848
2025-05-26	fly_2470	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	147
2025-05-26	fly_2470	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	1448
2025-05-26	fly_2471	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	64
2025-05-26	fly_2471	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	28
2025-05-26	fly_2472	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	167
2025-05-26	fly_2472	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	65
2025-05-26	fly_2473	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	57
2025-05-26	fly_2473	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	595
2025-05-27	fly_2474	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	120
2025-05-27	fly_2474	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	90
2025-05-27	fly_2475	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	227
2025-05-27	fly_2475	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	69
2025-05-27	fly_2476	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	195
2025-05-27	fly_2476	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	77
2025-05-27	fly_2477	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	53
2025-05-27	fly_2477	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	37
2025-05-27	fly_2478	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	164
2025-05-27	fly_2478	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	56
2025-05-27	fly_2479	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	187
2025-05-27	fly_2479	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	84
2025-05-27	fly_2480	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	157
2025-05-27	fly_2480	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	188
2025-05-27	fly_2481	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	226
2025-05-27	fly_2481	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	38
2025-05-27	fly_2482	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	252
2025-05-27	fly_2482	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	49
2025-05-27	fly_2483	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	254
2025-05-27	fly_2483	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	25
2025-05-27	fly_2484	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	588
2025-05-27	fly_2484	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	146
2025-05-27	fly_2485	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	294
2025-05-27	fly_2485	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	22
2025-05-27	fly_2486	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	268
2025-05-27	fly_2486	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	121
2025-05-27	fly_2487	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	1440
2025-05-27	fly_2487	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	757
2025-05-27	fly_2488	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	noni_juice	738
2025-05-27	fly_2488	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs 200mM sucrose	200mM_sucrose	262
